queue_count,avg_service_time,active_counters,hour_of_day,day_of_week,actual_wait
106,14.83,5,10,3,313.05
165,8.12,5,16,3,231.94
86,18.75,1,13,6,1630.08
211,6.48,1,11,1,1239.19
143,4.35,4,12,3,131.7
102,11.35,3,11,2,326.94
121,10.16,7,10,2,194.27
125,11.71,6,14,6,250.44
105,13.63,7,14,5,227.68
118,5.22,7,11,4,76.82
91,15.1,4,13,2,319.63
195,19.09,5,17,2,652.42
38,9.75,2,9,6,153.36
119,10.97,7,15,1,186.63
156,10.51,7,9,5,226.98
81,15.3,2,14,2,639.81
112,3.83,2,13,0,178.44
213,11.95,6,12,2,362.7
119,5.68,5,11,4,137.1
240,6.26,4,12,4,378.46
181,6.29,7,9,5,151.67
217,16.07,4,13,5,936.04
32,13.12,6,17,3,76.5
102,9.99,4,14,1,276.55
111,14.84,6,12,4,304.93
252,17.78,3,13,0,1290.82
195,7.2,2,9,0,647.23
163,12.51,6,12,3,338.95
241,18.78,1,12,1,4217.68
128,10.07,6,17,1,197.3
196,9.93,7,13,5,271.8
216,18.45,4,11,2,1114.89
114,19.5,2,16,0,1243.61
267,12.84,3,15,0,1288.55
260,6.96,1,16,6,1900.57
229,8.32,7,12,0,286.67
176,4.83,2,15,0,407.62
155,18.2,2,12,6,1367.33
118,13.83,6,17,4,286.46
152,6.38,7,13,1,164.21
198,7.36,6,13,2,172.85
245,3.18,4,12,4,184.09
223,6.49,4,13,1,345.99
164,8.59,7,9,3,183.13
113,13.34,7,9,0,232.51
133,17.67,4,17,2,660.18
241,19.34,6,10,1,793.42
99,5.06,6,16,3,78.59
221,14.49,2,10,0,1830.11
76,6.72,5,17,3,111.78
165,6.03,3,10,6,294.17
118,5.42,4,9,3,170.79
146,12.55,3,16,4,667.88
234,5.85,2,11,3,812.47
139,8.56,3,15,4,444.66
81,10.4,1,13,5,854.4
224,5.38,5,15,4,258.73
28,13.25,4,16,6,83.32
165,17.44,1,11,6,3303.72
61,14.17,3,13,3,309.9
128,12.33,7,13,1,221.27
162,14.98,6,15,3,476.35
175,8.23,2,10,3,647.03
81,2.7,1,16,1,240.55
184,3.69,3,15,0,238.86
265,5.88,5,15,2,329.02
102,4.27,1,13,5,460.99
93,7.3,7,16,0,97.75
90,7.57,5,9,3,120.68
86,3.19,4,15,0,67.62
82,10.71,2,17,2,465.18
242,4.13,3,16,6,338.38
211,11.25,7,12,0,377.94
29,7.68,4,16,2,53.77
151,3.22,4,16,0,121.12
149,12.68,4,9,4,468.78
60,9.6,2,9,3,283.76
160,18.49,7,17,2,450.27
68,11.45,7,9,5,131.55
117,3.21,4,11,3,101.93
79,14.71,7,11,4,170.4
106,18.89,1,12,6,1747.65
282,2.11,4,11,0,137.48
145,2.89,3,11,3,165.06
218,17.19,4,13,0,888.44
185,8.6,3,13,0,476.0
188,6.47,1,16,3,1150.64
63,5.71,3,15,2,121.32
235,18.04,4,17,2,1042.74
203,5.05,2,13,3,454.71
54,7.74,2,12,2,209.09
149,19.74,5,12,1,621.58
84,7.42,4,10,0,153.11
240,8.69,5,17,3,451.41
179,12.45,6,15,5,313.2
203,6.19,4,10,4,313.36
123,10.56,1,16,6,1195.65
166,9.16,3,10,3,495.41
102,6.79,3,10,3,206.8
133,4.94,7,12,0,81.75
202,13.27,2,15,4,1349.3
263,9.41,2,17,0,1232.78
186,6.45,3,13,5,376.4
85,6.79,6,11,6,104.2
172,2.7,6,14,2,89.16
208,10.24,5,17,3,388.45
208,13.38,6,10,0,443.96
255,8.75,4,15,6,776.87
140,11.85,3,12,5,573.81
172,4.59,2,14,5,363.67
265,15.97,4,12,6,1092.08
118,2.68,7,10,1,36.69
223,8.82,2,13,3,1019.09
184,9.5,3,11,5,506.64
243,17.2,2,11,6,2090.64
150,4.69,6,11,2,114.6
169,2.94,2,10,0,279.45
73,6.88,2,12,0,254.1
240,2.64,7,15,1,98.92
220,3.89,7,10,2,118.86
148,8.29,3,12,5,361.39
133,5.19,1,13,6,762.02
242,5.61,1,11,1,1572.67
168,16.4,6,13,5,451.72
154,15.53,2,13,5,1249.37
137,4.75,2,10,3,305.93
128,14.48,1,9,4,2046.13
35,6.45,6,10,6,40.36
176,2.26,3,13,5,126.94
275,3.07,3,16,0,282.63
197,6.4,4,9,5,323.2
26,6.58,5,14,1,39.68
131,8.5,3,11,6,340.75
66,14.47,6,13,5,151.56
128,18.01,4,9,6,541.34
164,10.68,7,13,0,297.13
61,8.47,1,10,0,552.11
237,8.15,2,17,1,962.69
94,16.93,5,11,0,341.21
172,16.69,7,13,2,413.39
104,12.41,2,13,2,596.83
279,4.75,2,11,4,681.61
127,9.02,2,13,6,622.78
214,14.21,6,13,2,488.71
108,15.51,7,16,1,174.83
172,4.85,6,16,5,119.29
53,13.18,3,14,2,261.76
190,12.52,1,10,4,2134.27
207,19.64,2,17,6,1864.82
66,13.39,5,14,3,204.36
219,14.4,3,15,3,870.58
139,10.45,1,15,1,1387.55
246,3.61,2,13,4,470.4
107,18.97,2,12,2,1066.52
150,13.41,6,15,4,372.01
236,4.86,1,14,0,1267.33
170,6.64,3,15,4,340.74
62,6.05,4,12,2,93.35
258,4.22,4,10,1,299.75
141,12.44,3,17,0,591.98
89,18.82,6,15,4,260.22
235,2.52,4,12,3,127.71
127,5.34,2,10,2,409.07
54,14.69,3,16,1,294.26
70,4.3,6,16,5,49.76
187,7.42,6,16,2,261.7
137,4.25,4,11,4,155.37
249,15.7,7,12,6,683.21
199,3.84,5,10,1,179.8
237,17.48,6,15,3,750.39
90,8.9,3,15,0,303.32
146,14.99,2,9,4,1066.24
96,11.95,3,17,1,416.51
128,10.15,7,17,0,159.28
227,17.16,6,13,6,599.62
168,14.35,1,15,1,2329.03
174,16.27,7,16,5,399.87
180,9.16,7,11,4,218.09
118,13.26,3,15,1,368.92
212,10.35,6,13,3,394.8
169,14.12,2,12,6,1026.93
208,10.36,7,10,1,311.18
249,4.37,5,15,4,242.56
174,14.58,5,15,1,500.01
212,2.74,6,16,0,99.49
89,17.88,2,12,0,610.1
210,7.28,1,10,6,1445.99
183,5.93,1,11,5,1119.99
6,15.79,3,9,2,25.78
35,13.49,4,14,6,124.21
211,11.76,7,16,5,368.34
229,5.0,5,16,6,256.22
150,17.57,7,12,2,402.49
94,13.64,3,12,3,465.58
75,8.97,4,9,0,170.68
40,8.24,1,14,2,324.26
96,19.84,7,12,1,253.84
206,15.09,1,17,3,2854.37
267,5.95,2,10,4,777.18
210,15.25,3,16,2,1116.95
103,8.73,1,15,6,784.84
108,12.47,5,16,5,272.68
44,15.47,1,10,2,775.42
168,5.74,2,17,5,647.54
186,3.65,4,12,6,159.52
65,8.73,7,9,6,84.63
112,12.63,7,14,5,203.04
242,3.03,1,12,0,742.45
270,12.3,6,10,3,655.07
169,5.67,6,9,5,156.26
179,14.54,3,14,0,844.14
94,16.59,5,16,0,335.04
238,19.88,3,11,5,1539.11
233,9.7,5,16,3,463.04
195,11.14,7,17,1,333.55
147,5.59,4,10,6,221.17
188,6.28,7,12,2,175.84
204,2.33,7,14,0,58.73
141,18.2,5,15,2,528.62
181,13.27,7,12,3,300.24
111,6.9,1,12,1,874.87
144,17.67,3,15,4,832.29
154,19.68,5,15,6,529.28
42,3.35,3,15,6,53.45
238,18.06,7,13,1,668.01
155,12.71,7,12,3,263.11
30,3.15,6,14,1,15.86
160,18.08,1,15,6,2976.12
99,16.4,6,17,4,271.43
263,5.89,2,13,0,598.94
85,12.64,1,14,1,1086.64
93,14.76,4,13,5,372.61
221,16.48,2,13,5,1698.3
177,8.55,5,11,3,276.84
145,13.42,7,9,6,268.05
94,16.41,4,10,6,394.9
38,15.4,2,15,1,294.64
225,6.67,7,12,4,232.16
122,4.67,4,11,3,141.4
111,17.18,6,12,1,298.13
216,9.51,3,16,3,655.76
102,6.96,7,15,5,98.86
127,2.15,3,16,4,78.32
227,17.98,3,9,0,1247.35
116,14.07,2,9,4,840.13
147,11.8,5,12,0,298.6
65,7.29,2,17,6,238.61
11,10.93,4,14,2,29.8
201,11.74,5,10,5,473.06
43,7.56,3,12,6,96.47
130,8.95,1,12,5,1217.33
119,7.09,7,17,5,98.59
85,12.84,1,13,4,1224.91
59,6.89,3,14,0,114.21
148,4.22,6,11,2,99.21
39,14.42,4,17,2,146.1
218,8.16,6,12,2,262.11
88,14.03,2,17,6,568.44
247,19.8,4,12,3,1345.96
177,15.78,3,10,4,1034.99
102,18.87,6,14,4,346.4
83,17.71,3,16,6,460.85
133,5.68,2,13,5,341.7
166,14.0,3,10,4,890.5
118,4.17,1,9,4,398.34
67,19.37,5,13,3,255.19
86,6.02,1,12,4,426.85
184,8.87,2,17,0,736.2
126,19.39,4,12,6,579.37
194,9.05,4,15,2,491.55
59,16.08,1,14,3,1026.74
80,18.42,5,10,3,296.37
247,2.38,6,12,5,82.26
229,13.05,6,11,4,460.46
131,10.11,7,14,2,203.34
102,12.94,3,15,6,395.81
219,18.55,4,13,0,1103.5
62,16.68,3,14,6,333.6
117,5.91,5,12,2,143.34
61,7.46,4,15,6,115.55
62,7.59,7,12,1,58.95
154,6.63,7,11,2,145.79
167,16.97,1,17,0,3001.39
85,9.6,6,11,0,131.99
207,19.91,7,15,0,650.05
73,15.98,5,13,3,204.64
262,8.95,5,11,6,453.3
51,14.83,4,13,3,187.07
142,16.03,7,16,1,331.25
185,15.71,4,10,2,730.69
146,7.7,4,13,4,268.05
157,14.08,7,9,5,400.65
89,19.29,7,15,1,254.01
57,19.04,3,16,6,400.62
238,8.06,1,16,4,1808.46
158,17.15,3,15,6,590.11
146,10.02,4,17,4,349.91
71,16.51,6,9,1,207.98
181,2.33,6,13,2,85.48
158,19.15,1,9,5,3210.01
197,8.37,6,15,4,294.25
231,18.5,7,10,3,565.96
235,2.18,5,10,3,119.96
219,13.11,2,16,1,1366.18
154,8.52,4,16,5,371.34
189,4.91,2,9,5,444.25
187,3.55,7,17,6,78.76
190,14.9,7,10,4,320.62
65,3.06,5,17,1,37.62
212,7.25,7,11,5,215.29
170,19.51,2,9,5,1703.03
189,12.77,7,11,3,314.4
52,14.05,6,17,1,116.51
289,18.23,3,10,4,1625.04
103,3.85,3,11,4,127.05
165,3.28,4,17,3,129.02
187,6.73,3,14,6,415.97
98,12.31,2,10,0,548.53
201,10.1,3,13,0,734.3
176,10.53,3,9,5,647.57
253,5.05,4,13,2,338.96
237,15.16,7,17,3,552.27
188,15.19,4,9,2,672.05
166,4.67,6,12,5,125.01
216,15.76,4,17,6,661.19
165,12.4,2,10,3,929.39
193,7.04,4,16,4,385.84
250,17.15,2,13,6,2330.48
140,18.57,2,17,3,1371.77
32,15.61,4,9,1,118.03
181,18.48,4,15,2,922.01
147,3.94,5,12,3,114.81
111,5.26,2,12,2,322.73
82,9.63,4,11,6,170.41
44,19.46,6,16,5,125.76
253,15.13,2,15,3,1438.81
159,12.39,6,10,0,304.43
69,16.84,4,10,2,261.41
250,16.4,7,16,4,614.26
233,13.89,5,13,4,720.36
124,6.15,3,13,3,236.29
87,10.33,2,13,4,382.14
87,5.76,7,17,6,70.83
112,5.33,5,15,4,116.65
257,19.1,1,13,2,4879.09
85,5.79,5,16,6,88.39
166,15.62,1,17,3,2823.28
225,14.67,2,11,2,1771.97
71,14.84,5,9,3,219.16
114,10.81,6,11,4,210.33
131,17.9,1,17,6,2575.79
126,19.56,1,17,3,1838.63
39,4.42,1,11,5,197.79
195,11.72,5,10,3,396.9
130,10.06,4,10,1,289.05
230,6.25,1,17,3,1443.61
101,5.44,5,11,1,98.0
215,17.62,6,17,2,600.25
204,8.56,7,12,1,265.2
65,10.94,3,10,6,211.94
117,18.31,7,17,2,333.47
79,11.89,3,11,3,329.0
170,4.17,4,10,2,175.75
96,4.13,4,9,4,94.87
89,6.98,7,15,5,102.5
133,4.31,4,16,3,156.69
182,15.21,3,11,6,867.92
143,3.36,3,15,1,145.57
139,3.9,2,9,5,280.62
263,12.96,1,17,0,3103.16
197,11.56,4,14,5,559.9
223,10.29,6,11,3,369.16
111,5.14,3,14,6,155.88
115,19.86,1,9,6,2139.71
86,8.2,6,13,5,129.11
188,15.82,2,17,5,1288.43
255,14.77,5,12,4,661.82
113,19.02,3,12,2,769.8
125,15.1,3,11,5,645.96
227,10.54,1,11,1,1938.92
104,10.49,3,10,6,318.87
187,16.8,5,12,1,638.87
70,8.53,3,17,4,205.86
89,10.77,2,12,5,353.96
117,19.99,2,13,5,1093.96
65,7.76,5,12,4,100.37
216,19.07,2,16,3,1939.72
121,18.06,6,17,0,441.24
63,13.65,3,14,0,332.69
63,12.52,2,13,2,403.58
212,4.29,6,12,1,158.56
174,19.94,6,17,3,412.47
195,19.76,2,12,1,1897.16
33,12.66,2,10,3,186.37
147,9.29,4,17,4,365.83
98,10.51,5,17,2,212.64
186,5.56,2,14,4,531.12
38,11.81,7,9,1,55.21
89,9.9,5,10,6,197.31
89,3.7,7,15,2,51.51
129,18.78,7,9,5,355.93
143,16.55,6,14,6,389.99
106,10.04,4,17,3,288.62
22,14.2,5,14,3,63.3
165,12.53,6,15,2,338.26
252,17.15,3,12,4,1421.98
127,5.31,3,9,2,230.15
188,19.14,2,9,4,2065.51
84,7.4,7,16,2,77.06
289,7.68,3,13,4,772.4
72,19.47,6,15,0,267.6
126,9.33,4,17,2,278.84
206,9.6,5,11,4,398.81
132,14.12,7,14,5,252.95
65,4.81,5,14,1,63.08
109,18.96,6,14,6,378.41
8,11.25,6,9,6,15.37
197,14.78,4,17,6,747.32
186,11.94,6,17,1,338.05
72,17.51,3,16,2,402.21
89,7.21,6,17,2,105.03
173,11.49,7,11,3,288.11
173,8.69,4,13,4,400.35
230,12.01,6,17,2,470.26
56,10.97,3,12,1,208.97
140,13.61,5,16,1,369.23
114,4.2,7,15,6,74.07
242,5.3,4,11,1,361.93
38,14.62,7,9,4,94.06
64,19.64,3,9,0,372.18
202,7.79,4,12,2,462.32
120,12.06,6,15,6,264.95
192,9.36,3,10,0,541.81
206,4.06,5,14,4,174.79
36,5.7,3,14,6,56.97
10,4.9,6,14,5,7.74
177,11.44,1,11,2,2011.66
236,5.89,4,15,3,384.6
148,15.55,1,10,2,2076.53
111,15.02,7,10,2,218.34
49,8.02,3,9,2,118.04
60,15.64,7,14,6,134.86
182,7.33,4,16,6,366.76
278,19.89,7,12,2,749.93
202,9.27,2,12,5,717.52
251,13.98,5,15,2,698.95
185,8.31,7,16,4,235.7
186,10.52,4,10,2,443.53
155,18.84,7,13,5,416.23
160,10.63,7,11,4,211.26
155,10.8,4,16,2,366.67
71,2.59,3,9,2,67.72
253,10.44,1,15,4,2803.2
1,18.85,2,14,2,8.83
234,15.85,5,10,5,779.49
10,11.77,1,14,6,125.13
67,16.98,5,16,1,224.47
154,17.98,6,9,2,361.77
156,7.79,5,16,3,220.17
199,18.01,1,9,4,3253.61
222,18.51,2,17,5,1865.26
179,8.44,3,9,2,544.71
113,11.52,2,16,2,675.69
174,3.34,3,16,4,168.84
144,16.46,6,17,0,427.84
214,12.67,3,12,5,976.65
221,17.76,1,11,5,3287.1
161,11.89,6,12,1,309.08
261,15.19,1,16,6,4474.05
61,3.51,5,12,6,41.95
112,10.91,4,17,1,318.79
252,2.15,5,11,2,123.04
116,17.8,6,13,4,367.28
107,11.29,3,16,3,349.36
99,7.83,6,16,2,134.92
104,17.94,5,9,1,326.85
230,12.15,3,15,2,840.3
261,9.37,3,13,4,765.67
204,10.71,1,12,5,2412.74
159,7.42,5,9,5,229.82
74,17.84,2,12,5,636.55
230,9.21,5,11,5,376.61
169,6.96,6,9,6,222.32
255,15.11,2,17,3,1630.17
151,17.43,6,15,0,529.61
99,19.18,2,15,6,969.27
131,2.9,5,10,3,62.13
89,14.13,4,15,2,273.01
215,6.06,1,12,1,1494.14
98,6.7,7,12,4,95.49
190,4.79,7,17,2,121.1
94,5.44,4,12,0,121.76
206,12.59,5,11,4,477.41
90,12.36,2,13,4,683.4
159,11.12,2,14,4,981.13
138,4.85,5,16,2,143.37
114,4.45,3,12,0,178.69
172,6.16,3,17,2,364.42
154,13.18,7,11,4,296.74
82,14.78,5,13,4,220.28
217,3.17,7,11,6,97.72
160,14.11,3,14,1,788.7
78,16.99,2,11,3,637.89
241,18.7,4,15,2,1172.71
187,13.2,1,11,0,2734.02
183,16.66,2,13,6,1266.24
59,4.67,1,15,4,275.13
136,4.24,4,16,2,148.16
171,5.33,4,17,3,203.2
166,11.97,3,14,2,692.43
81,3.89,2,14,3,161.03
3,6.58,1,9,2,20.93
88,12.62,6,14,1,137.9
177,10.31,3,13,2,650.26
124,13.89,5,17,6,316.82
201,8.75,1,12,5,1639.79
121,5.29,4,12,1,149.04
193,6.35,1,10,3,1337.68
137,18.36,4,15,4,711.16
185,4.19,4,14,4,155.71
162,4.58,4,15,2,205.07
125,16.35,3,17,0,628.02
112,10.2,1,10,2,1147.89
45,16.76,5,16,1,143.64
191,9.98,3,16,1,693.09
158,7.25,2,17,3,601.33
164,3.42,4,14,2,141.06
82,19.14,6,10,3,195.35
120,4.79,6,13,0,99.14
179,14.53,1,10,4,2505.73
215,9.34,5,12,4,348.23
154,17.43,7,13,2,394.76
92,12.03,4,16,3,251.95
100,9.17,3,17,3,300.64
227,6.17,2,13,0,661.34
156,8.81,2,14,3,626.08
95,11.74,3,9,5,322.15
11,6.27,4,9,5,19.09
118,6.92,1,9,1,645.52
108,14.12,6,10,5,272.93
181,3.7,1,16,5,724.35
145,9.88,4,13,1,398.55
190,7.05,2,11,5,762.63
212,15.86,3,13,5,1137.63
231,19.05,6,16,1,712.45
93,14.18,2,15,2,547.09
138,5.14,3,10,6,223.36
71,7.98,5,17,1,125.08
130,15.47,1,12,1,1825.76
153,4.52,1,14,5,704.91
192,12.97,3,10,4,901.53
232,3.43,4,13,6,174.77
155,17.65,1,14,5,2524.94
160,14.82,3,10,2,680.9
78,2.92,3,9,1,71.49
126,13.28,2,11,0,794.18
154,17.88,7,10,1,331.04
187,5.26,1,14,6,955.38
118,12.68,1,11,2,1359.39
215,7.83,4,10,6,382.86
130,18.32,2,15,3,1233.02
74,11.73,5,9,6,185.67
219,4.77,3,17,5,378.57
67,17.84,2,9,4,623.84
99,12.45,7,13,4,192.3
123,14.56,1,15,5,1778.85
200,15.12,3,13,5,783.36
191,2.53,3,11,2,159.4
227,6.43,7,10,1,182.22
282,3.35,6,10,0,147.94
90,5.84,2,17,1,250.52
40,15.43,5,14,1,134.91
108,4.49,5,12,0,106.86
78,12.58,1,15,4,976.16
214,6.32,2,10,1,807.03
101,8.09,6,12,3,110.45
177,18.39,6,9,3,511.29
181,11.27,2,12,2,1067.85
162,12.32,2,15,2,931.2
219,4.72,5,17,6,202.21
89,8.35,5,13,0,159.26
188,6.06,6,14,0,167.5
147,13.5,2,15,2,1042.83
76,9.03,4,17,5,179.26
264,3.87,2,16,1,393.98
108,6.46,6,17,5,109.88
164,4.34,4,13,4,179.99
65,15.09,7,17,3,146.62
165,5.29,3,16,0,264.95
132,12.01,7,10,2,228.99
195,8.84,2,9,3,879.24
233,9.05,5,12,5,431.42
133,14.46,3,10,0,592.84
262,10.17,2,11,0,1437.99
199,16.45,3,15,6,1029.95
261,3.79,6,13,1,132.33
276,5.51,2,11,0,781.4
168,8.14,1,10,4,1390.07
235,9.37,1,17,0,2035.55
200,18.52,2,15,4,2034.76
87,15.41,3,17,5,438.69
244,18.13,6,12,6,796.9
64,19.58,1,11,1,1242.08
213,18.05,7,11,6,530.03
75,17.33,7,11,4,179.4
46,3.56,6,9,5,23.84
100,19.12,6,16,3,316.11
134,7.37,2,15,6,500.89
135,16.3,1,12,6,2424.32
104,5.34,1,10,0,471.45
85,12.86,7,15,6,169.52
150,17.14,2,16,2,1100.33
47,10.63,2,9,2,269.48
111,11.94,4,16,4,374.14
147,6.56,2,10,1,444.98
74,9.75,6,14,4,107.91
196,14.42,1,16,6,3130.45
77,18.11,5,16,6,277.58
195,16.96,2,17,5,1809.34
246,10.26,2,10,6,1161.65
229,17.09,4,10,5,1030.23
212,6.16,7,13,6,178.06
154,5.95,4,11,6,203.05
157,9.22,2,16,4,634.36
77,13.18,3,16,4,343.32
171,14.0,4,16,3,673.84
228,12.85,6,16,5,482.73
175,13.49,6,16,3,384.0
173,2.1,1,13,4,330.95
180,9.44,1,15,1,1422.94
42,12.9,7,9,0,85.33
157,15.62,7,9,5,376.56
252,11.29,3,16,2,983.57
176,10.96,6,13,3,286.33
222,16.91,5,12,5,912.92
276,7.33,4,15,0,491.72
138,6.61,5,16,3,180.35
103,6.21,7,15,5,87.66
168,2.15,5,17,3,60.56
167,13.41,3,17,3,658.79
108,8.68,7,17,4,122.03
209,11.17,4,17,6,567.21
212,6.41,6,17,4,214.66
156,5.73,3,9,3,306.49
50,15.95,4,13,3,206.7
128,12.65,7,9,6,218.1
25,13.23,6,14,2,50.97
157,12.9,5,15,0,460.3
44,5.9,7,13,6,40.8
258,2.91,3,10,0,256.0
122,17.42,7,17,1,307.08
108,2.37,5,16,6,49.77
38,13.76,6,9,1,89.27
166,15.42,4,16,1,636.93
45,17.89,2,9,4,377.7
64,11.81,2,13,4,341.02
196,3.93,6,15,2,112.04
83,14.26,4,14,4,241.03
190,16.0,4,10,1,571.91
145,7.36,7,11,5,150.77
57,19.85,6,14,3,223.13
42,12.52,7,11,1,68.88
39,13.83,1,9,2,565.25
169,14.83,7,10,3,372.04
146,15.32,5,17,4,431.87
140,5.97,5,11,3,186.89
59,15.11,2,11,5,482.32
231,6.48,2,13,2,665.72
98,17.49,5,9,4,374.81
211,8.72,3,9,0,555.92
44,15.66,2,9,1,308.74
237,5.45,3,12,6,509.24
64,12.58,7,17,5,97.17
119,8.12,3,13,5,389.79
162,3.16,6,16,6,79.39
249,3.78,4,11,1,230.69
199,12.4,4,12,2,699.77
113,8.33,1,13,2,910.79
239,15.85,4,10,5,966.91
125,2.56,5,11,1,64.49
120,15.27,1,9,3,1723.61
176,4.07,1,15,0,668.88
204,2.14,7,14,0,56.53
145,9.63,2,10,2,606.87
251,14.77,4,17,2,1044.78
134,7.1,5,11,3,169.34
240,7.19,3,11,2,572.37
155,5.96,7,9,0,126.82
133,19.72,4,15,1,649.5
172,8.45,2,9,5,732.84
117,13.21,7,16,0,196.55
101,16.29,3,10,3,482.55
162,18.0,5,11,1,475.51
226,18.54,6,17,1,774.52
122,19.72,2,16,5,1307.61
35,7.89,7,14,0,32.59
67,3.21,4,15,6,56.27
143,15.72,5,9,1,452.15
141,17.05,2,9,1,1276.6
139,7.12,1,10,2,998.15
135,5.07,1,14,1,646.46
101,7.67,7,15,3,112.72
113,13.58,6,10,1,231.63
230,4.2,7,11,2,149.01
112,10.6,5,10,4,204.47
150,15.26,3,10,4,616.91
108,18.91,5,9,3,422.3
117,14.42,5,9,5,359.59
172,8.55,3,16,5,501.6
104,8.47,4,10,6,241.03
155,6.97,5,16,6,194.87
141,11.74,2,17,3,738.96
57,2.62,4,16,1,37.37
64,17.77,2,12,1,593.15
98,17.11,5,17,4,327.49
203,4.13,5,9,4,116.76
223,2.84,5,11,0,118.76
251,11.07,4,11,4,853.3
61,13.93,5,14,6,153.45
181,16.78,4,14,4,808.18
89,7.05,3,15,3,211.66
62,15.78,1,15,0,929.54
203,11.62,4,17,5,546.72
23,4.97,7,14,0,16.33
105,3.65,3,10,1,114.82
221,5.94,4,13,1,317.67
70,18.88,2,9,0,458.41
195,6.1,1,11,0,1178.24
230,3.21,5,12,1,147.99
158,18.33,3,13,6,940.68
119,11.4,6,16,3,216.05
205,7.93,7,12,3,265.78
171,4.14,4,16,3,168.33
115,5.22,2,16,3,320.29
227,6.9,5,15,1,271.43
148,15.23,5,17,6,413.99
132,15.02,6,17,2,293.35
68,15.72,3,15,4,335.99
170,19.7,4,14,4,636.42
146,2.83,4,11,4,85.12
93,19.83,4,9,4,466.44
81,9.36,2,10,1,379.83
191,17.95,5,13,2,653.1
47,9.18,6,17,1,62.43
108,14.82,4,17,2,364.07
188,9.19,3,15,1,644.07
136,10.89,3,14,6,426.56
227,10.36,4,15,0,596.3
127,4.17,6,14,2,88.07
115,16.86,2,13,4,770.32
4,10.18,4,14,2,8.6
125,12.75,2,9,5,817.59
106,4.09,7,13,3,66.84
156,3.3,5,9,2,110.06
120,9.24,5,13,5,170.42
151,11.58,2,10,3,995.01
216,3.46,4,13,5,226.13
139,9.84,3,12,3,442.07
183,6.25,7,12,0,154.98
81,15.16,6,14,2,198.83
81,14.28,7,16,5,174.04
125,16.32,1,14,6,2244.16
146,19.93,2,9,0,1387.53
103,14.52,2,17,4,653.15
124,10.13,6,12,2,245.18
235,13.3,2,15,1,1781.34
190,3.93,2,9,1,374.48
168,2.24,1,17,1,301.63
64,5.05,3,11,6,130.58
135,7.93,7,11,5,149.32
132,14.56,6,16,5,304.98
88,8.82,7,10,3,103.69
95,12.43,1,17,1,1170.19
113,3.38,4,11,4,117.45
164,7.0,5,10,5,275.6
98,17.57,4,13,6,399.22
73,3.5,6,17,2,46.83
194,10.01,6,17,5,325.55
87,12.6,1,16,2,1069.69
160,6.04,5,16,6,199.53
182,18.68,3,15,5,1031.93
144,12.59,3,11,3,661.97
142,8.69,5,11,3,296.16
98,2.57,4,13,3,66.87
179,13.9,1,17,4,2621.7
106,7.59,1,9,5,809.23
164,10.99,7,11,2,305.38
170,17.1,4,17,6,896.28
192,13.45,5,15,5,526.23
142,10.35,6,10,6,230.72
142,9.73,1,10,0,1375.99
75,4.5,6,9,3,59.95
223,4.85,5,11,1,230.67
157,10.03,4,12,6,353.84
133,4.62,6,9,0,120.39
34,7.5,7,9,6,33.63
206,18.98,6,11,0,715.37
76,4.36,5,13,6,55.4
218,4.86,6,16,3,164.87
184,14.14,7,13,1,362.57
216,6.22,3,15,3,453.78
239,17.33,3,17,6,1364.96
109,10.62,5,9,3,213.37
195,15.58,2,13,1,1767.1
142,6.07,2,10,0,493.73
111,3.39,2,9,0,188.44
115,17.67,7,15,6,315.74
257,10.18,6,15,5,423.78
139,11.8,3,9,1,484.59
262,10.08,5,15,0,555.95
124,15.82,6,14,4,363.36
97,8.13,4,14,3,232.19
43,2.94,6,9,6,19.9
256,2.15,3,15,4,187.62
30,4.68,3,9,4,47.72
133,16.46,5,13,5,336.88
112,14.02,5,9,5,296.96
127,18.6,6,9,5,395.13
147,2.3,1,16,4,343.33
81,13.0,6,13,2,170.64
95,14.94,7,13,2,164.99
211,4.87,5,11,4,207.43
127,18.34,2,10,3,1293.71
155,14.95,3,12,6,817.51
154,10.12,3,9,4,487.22
167,15.57,7,15,6,384.39
92,6.28,5,16,4,106.73
221,5.13,2,10,5,548.49
183,19.91,5,9,6,715.85
227,6.73,6,15,5,266.78
173,2.76,1,14,5,597.82
155,19.39,1,13,2,2843.93
104,18.68,3,14,4,606.25
66,19.06,2,14,3,733.37
214,13.73,2,17,3,1221.69
256,8.8,6,12,5,315.67
108,8.03,4,9,5,186.77
172,19.37,2,12,4,1619.91
175,7.13,1,16,3,1209.59
155,19.66,4,12,4,771.9
141,10.21,6,13,6,225.59
239,8.81,3,11,2,785.29
54,3.03,5,14,4,29.59
259,14.68,3,17,5,1246.55
134,8.81,4,13,0,299.18
165,16.43,5,10,2,467.39
175,15.27,1,11,3,2719.14
88,8.39,6,11,3,130.41
224,9.08,1,12,5,2249.74
148,7.3,4,11,5,280.36
114,18.25,6,9,2,350.34
214,9.64,6,17,5,298.49
143,15.45,3,15,0,802.15
143,2.18,4,12,2,71.98
120,2.73,1,17,5,339.93
76,19.26,7,10,6,230.04
145,15.66,2,17,1,965.96
235,14.39,5,17,0,695.15
158,3.21,3,10,2,165.69
131,4.0,3,15,1,162.44
121,15.25,2,12,4,983.26
197,6.02,3,13,0,429.15
263,4.43,3,13,4,431.67
250,12.47,4,17,1,726.9
